accession_id,replicate_id,FT Diameter Field,At2 CFU2,Leaf serr 16,Seed bank 133-91,Na23,Leaf serr 10,Emco5,Leaf roll 16,Leaf roll 10,Bs,2W,Rosette Erect 22,Leaf serr 22,Width 16,Storage 28 days,LY ,avrRpm1,Width 10,Chlorosis 22,Storage 7 days,As2 CFU2,Co59,FW ,Cu65,Anthocyanin 22,Width 22,Storage 56 days,YEL ,FLC,FT16,FT10,FT Duration GH,Se82,LDV,Noco2,8W GH LN,0W,MT GH,After Vern Growth,Aphid number,LN22,Bs CFU2,avrRpt2,Hypocotyl length,Germ 22,Leaf roll 22,Silique 16,8W,FT GH,DSDS50,Ca43,LC Duration GH,At1 CFU2,B11,Chlorosis 10,RP GH,Chlorosis 16,LFS GH,Germ 10,Germ 16,Anthocyanin 16,Anthocyanin 10,0W GH FT,Ni60,P31,Emwa1,As75,Germ in dark,FRI,As CFU2,Trichome avg C,Vern Growth,Mo98,Hiks1,Bacterial titer,Zn66,Trichome avg JA,LES,SD,Emoy*,K39,0W GH LN,At2,At1,LN10,FT Field,LN16,avrB,LD,Seedling Growth,S34,Cd114,DW ,Seed Dormancy,Mn55,Silique 22,avrPphB,Fe56,8W GH FT,4W,Li7,FT22,As2,SDV,Mg25,Secondary Dormancy,As
8337,287,,,,,,,,,,,35.6,,,,,,,,,,,,,,,,,,,,,,,,,19.0,75.0,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,
8343,288,,,1.0,,,0.75,,1.0,1.0,,,0.0,1.0,9.5,,,,2.4,0.0,,,,,,0.0,13.7,,,,45.0,62.0,,,25.0,,,,,,,19.0,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,5.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,86.0139,,,,,,21.0,,31.0,,33.6667,,,,,,,,,,,,,26.0,,46.0,,,
8343,289,,3.79,,,,,,,,3.667,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,4.945,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,,4.252,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.2
6939,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6939,291,,,,0.0,,,,,,,,,,,49.5,,,,,24.075,,,,,,,73.949,,,,,,,,,,,,0.0548255,,,,,,,,,,,34.9569,,,,,,,,,,,,,,,,,,5.8e-15,,,,0.00202762,,,,,,,,,,,,,,,,,,0.00583208,,,,,,,,,,,,,,,,0.927217,
6939,292,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6939,293,29.9232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4535,,,,,,18.0362,,,,,,,,,,,23.4698,,,59.1834,,,,36.0272,,41.2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.06599999999997,,,,,,,,,,,,,,,,,,,,,
6939,294,,3.4730000000000003,,,,,,,,8.5,,,,,,,0.0,,,,4.096,,,,,,,,,,,,,,,,,,,54.0,,4.678,1.0,,,,,,,,,,3.31,,,,,,,,,,,,,,,,,4.552,17.8,,,,16.5,,24.8,,,,,,0.0,0.5,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.33299999999999996
6939,295,,,,,,,,,,,,,,,,0.0,,,,,,,1.2226,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0769,,,,,,,,,,,,,,
6939,296,,,0.5,,,,,0.0,1.0,,,1.0,0.0,9.0,,,,4.0,1.0,,,,,,0.0,8.0,,,,32.0,49.0,,,22.5,,,,,,,10.0,,,,2.0,0.0,1.5,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,86.2167,,,,,,14.0,,10.0,,26.6667,,,,,7.0,,0.8,,,,,,25.0,,68.0,,,
6939,297,,,,,348.793,,,,,,,,,,,,,,,,,1.2620200000000001,,1.3176,,,,,,,,,5.6664699999999995,,,,,,,,,,,,,,,,,,28371.5,,,84.0903,,,,,,,,,,2.60848,7990.24,,0.12893,,,,,,2.49408,,,76.4242,,,,,35981.2,,,,,,,,,,9405.58,3.03187,,,103.164,,,55.5852,,,7.0704,,,,13146.4,,
6940,298,,,0.5,,,0.5,,1.0,1.0,,,0.0,1.0,7.2,,,,3.5,1.0,,,,,,0.0,5.2,,,,32.0,49.0,,,24.6667,,,,,,,9.0,,,,2.0,0.0,1.5,,,,,,,,0.0,,1.0,,7.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,94.1944,,,,,,11.0,,11.0,,26.8333,,,,,30.0,,1.0,,,,,,28.0,,70.0,,,
6940,299,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,300,,,,,,,,,,,21.6,,,,,,,,,,,,,,,,,,0.248,,,,,,,14.9,31.4,,,,,,,,,,,19.4,,,,,,,,,,,,,,,27.0,,,,,,1.358,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,25.1,,,,,,,,
6709,301,35.3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5004,,,,,,21.7177,,,,,,,,,,,25.4878,,,66.4341,,,,41.2736,,44.8206,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.507,,,,,,,,,,,,,,,,,,,,,
6709,302,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,,,0.5479999999999999,,,,,,,16.4,37.4,,,,,,,,,,,17.1,,,,,,,,,,,,,,,26.6,,,,,,1.069,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,24.6,,,,,,,,
6709,303,,4.388,,,,,,,,7.167000000000001,,,,,,,,,,,5.742000000000001,,,,,,,,,,,,,,,,,,,,,3.395,,,,,,,,,,,3.7710000000000004,,,,,,,,,,,,,,,,,3.221,,,,,,,,,,,,,0.0,1.167,,,,,,,,,,,,,,,,,,,2.5,,,,1.5
6074,304,,,0.75,,,0.75,,0.0,0.0,,,1.0,0.75,7.2,,,,2.5,0.0,,,,,,1.0,15.0,,,,97.0,91.0,,,43.6,,,,,,,158.0,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,200.0,,,,,,37.0,,42.0,,200.0,,,,,,,,,,,,,123.0,,135.333,,,
6243,305,,,0.5,,,0.5,,0.0,0.0,,,0.0,0.0,8.6,,,,2.7,1.0,,,,,,0.0,12.7,,,,41.0,56.0,,,24.75,,,,,,,15.0,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,98.2014,,,,,,23.0,,16.0,,35.8403,,,,,,,,,,,,,29.0,,50.0,,,
6243,306,,4.965,,,,,,,,6.5,,,,,,,,,,,6.024,,,,,,,,,,,,,,,,,,,,,3.2039999999999997,,,,,,,,,,,5.36,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,1.0,2.833,,,,,,,,,,,,,,,,,,,0.833,,,,0.2
6243,307,39.2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1637,,,,,,18.3128,,,,,,,,,,,28.3952,,,73.2639,,,,45.1504,,55.5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.691,,,,,,,,,,,,,,,,,,,,,
6709,308,,,1.0,,,1.0,,0.0,0.0,,,0.0,1.5,6.2,,,,2.0,0.0,,,,,,1.0,11.0,,,,43.0,52.0,,,26.5,,,,,,,23.0,,,,2.0,0.0,,,,,,,,,0.0,,0.0,,7.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,96.7014,,,,,,19.0,,18.0,,33.6736,,,,,,,,,,,,,39.0,,61.0,,,
6897,309,20.8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1135,,,,,,12.6199,,,,,,,,,,,50.0923,,,97.2416,,,,47.049,,84.3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.62599999999998,,,,,,,,,,,,,,,,,,,,,
6979,310,,3.522,,,,,,,,3.833,,,,,,,0.0,,,,3.4010000000000002,,,,,,,,,,,,,,,,,,,21.3,,4.583,1.0,,,,,,,,,,3.2230000000000003,,,,,,,,,,,,,,,,,4.91,45.3,,,,13.0,,64.0,,,,,,0.0,1.3330000000000002,,,,0.0,,,,,,,,,1.0,,,,,,0.16699999999999998,,,,1.167
6979,311,,,,-2.19118,,,,,,,,,,,0.5,,,,,1.7300000000000002e-17,,,,,,,19.9638,,,,,,,,,,,,0.15925899999999998,,,,,,,,,,,69.2863,,,,,,,,,,,,,,,,,,93.6508,,,,0.00403543,,,,,,,,,,,,,,,,,,0.00971423,,,,,,,,,,,,,,,,0.310245,
6979,312,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,0.055,,,,,,,13.7,30.9,,,,,,,,,,,17.8,,,,,,,,,,,,,,,21.9,,,,,,0.3291,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,21.2,17.0,,,,,,,
6979,313,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,314,,,0.5,,,0.0,,1.0,1.0,,,0.0,0.0,7.8,,,,3.9,1.0,,,,,,0.0,6.5,,,,28.0,44.0,,,20.8333,,,,,,,9.0,,,,3.0,0.0,1.8,,,,,,,,0.0,,1.0,,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,64.5,,,,,,11.0,,9.0,,23.3333,,,,,75.0,,1.2,,,,,,26.0,,47.8333,,,
6979,315,,,,,708.453,,,,,,,,,,,,,,,,,1.15664,,1.25813,,,,,,,,,7.179589999999999,,,,,,,,,,,,,,,,,,28396.0,,,87.0065,,,,,,,,,,3.15227,8365.65,,0.176808,,,,,,1.9075900000000001,,,64.8091,,,,,38359.3,,,,,,,,,,11234.4,2.81898,,,78.3369,,,58.1081,,,6.92559,,,,13871.1,,
6979,316,25.218000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3999,,,,,,23.3408,,,,,,,,,,,22.2447,,,66.1626,,,,44.3696,,43.6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.232,,,,,,,,,,,,,,,,,,,,,
6978,317,,,,,574.602,,,,,,,,,,,,,,,,,1.50518,,1.27944,,,,,,,,,8.0959,,,,,,,,,,,,,,,,,,21322.4,,,78.2834,,,,,,,,,,1.93173,8406.99,,0.22739600000000001,,,,,,2.40895,,,86.2461,,,,,48152.9,,,,,,,,,,13195.5,4.697030000000001,,,102.084,,,68.0593,,,5.42278,,,,10752.1,,
6979,318,,,,,,,,,,,,,,,,0.0,,,,,,,0.9346,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0628,,,,,,,,,,,,,,
6979,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7517,320,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,1.91,,,,,,,,125.0,,,,,,,,,,,40.6,,,,,,,,,,,,,,,200.0,,,,,,2.6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,,,,,,
7517,321,,4.391,,,,,,,,6.167000000000001,,,,,,,1.0,,,,4.178,,,,,,,,,,,,,,,,,,,,,3.733,0.0,,,,,,,,,,3.2319999999999998,,,,,,,,,,,,,,,,,4.763999999999999,25.0,,,,15.9,,37.0,,,,,,0.0,0.833,,,,1.0,,,,,,,,,0.0,,,,,,0.0,,,,1.5
7517,322,,,0.0,,,0.75,,1.0,1.0,,,0.0,0.0,10.5,,,,5.3,1.0,,,,,,1.0,11.0,,,,160.0,107.0,,,,,,,,,,108.0,,,,3.0,1.0,1.5,,,,,,,,0.0,,1.0,,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,200.0,,,,,,41.0,,82.0,,200.0,,,,,,,0.9,,,,,,207.0,,182.667,,,
7517,323,,,,,812.197,,,,,,,,,,,,,,,,,1.50526,,0.88028,,,,,,,,,6.62902,,,,,,,,,,,,,,,,,,28043.6,,,92.4676,,,,,,,,,,3.1027400000000003,7573.13,,0.161554,,,,,,0.46380600000000005,,,69.7013,,,,,36556.2,,,,,,,,,,11494.6,4.18738,,,99.9706,,,62.4274,,,6.68487,,,,11468.0,,
7517,324,,,,-3.46e-20,,,,,,,,,,,39.791,,,,,0.765306,,,,,,,98.75,,,,,,,,,,,,0.0580288,,,,,,,,,,,33.2444,,,,,,,,,,,,,,,,,,95.5487,,,,0.00980668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
7517,325,,,,,,,,,,,,,,,,0.0,,,,,,,0.4508,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0305,,,,,,,,,,,,,,
7516,326,,,0.0,,,0.75,,0.0,0.0,,,0.0,0.0,10.2,,,,5.0,1.0,,,,,,1.0,9.5,,,,167.0,100.0,,,42.8333,,,,,,,150.0,,,,3.0,0.0,1.6,,,,,,,,0.0,,0.0,,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,200.0,,,,,,33.0,,71.0,,200.0,,,,,,,0.9,,,,,,250.0,,126.0,,,
7516,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7516,328,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,1.092,,,,,,,26.0,,,,,,,,,,,,37.1,,,,,,,,,,,,,,,200.0,,,,,,0.3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,85.2,,,,,,,
7516,329,,,,,,,,,,,,,,,,0.0,,,,,,,0.8888,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0536,,,,,,,,,,,,,,
6919,330,,,0.75,,,0.75,,0.0,0.0,,,0.0,1.5,6.2,,,,3.9,1.0,,,,,,1.0,9.2,,,,46.0,71.0,,,24.3333,,,,,,,28.0,,,,2.0,0.0,1.9,,,,,,,,0.0,,0.0,,7.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,101.542,,,,,,24.0,,38.0,,34.6667,,,,,47.0,,1.4,,,,,,47.0,,49.5,,,
6919,331,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6985,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6985,333,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,0.336,,,,,,,15.4,40.6,,,,,,,,,,,16.5,,,,,,,,,,,,,,,36.0,,,,,,1.7672,,,,,,,,,,,,,18.7,,,,,,,,,,,,,,,,,25.2,20.5,,,,,,,
6918,334,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6918,335,,5.1770000000000005,,,,,,,,4.667,,,,,,,0.0,,,,4.087,,,,,,,,,,,,,,,,,,,50.0,,6.242000000000001,1.0,,,,,,,,,,5.502000000000001,,,,,,,,,,,,,,,,,4.875,33.8,,,,11.3,,47.0,,,,,,1.5,2.667,,,,0.0,,,,,,,,,0.0,,,,,,1.167,,,,3.0
6918,336,27.7529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.03799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.41,,,,,,,,,,,,,,,,,,,,,
6918,337,,,,,676.315,,,,,,,,,,,,,,,,,1.6059999999999999,,1.16506,,,,,,,,,7.217789999999999,,,,,,,,,,,,,,,,,,29129.0,,,82.9351,,,,,,,,,,3.9426,8620.92,,0.3144,,,,,,4.52094,,,56.1557,,,,,36467.8,,,,,,,,,,11626.9,2.46896,,,86.6567,,,63.2274,,,5.91996,,,,13886.3,,
6985,338,,,1.0,,,1.0,,0.0,0.0,,,0.0,1.0,8.0,,,,3.2,1.0,,,,,,0.0,11.2,,,,41.0,56.0,,,21.8333,,,,,,,21.0,,,,3.0,0.0,1.4,,,,,,,,0.0,,0.0,,7.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,77.0,,,,,,18.0,,21.0,,36.8472,,,,,16.0,,1.0,,,,,,39.0,,47.3333,,,
6918,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6919,340,32.3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2413,,,,,,16.0205,,,,,,,,,,,30.1221,,,66.5972,,,,36.7935,,51.4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.81099999999998,,,,,,,,,,,,,,,,,,,,,
6919,341,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,0.7,,,,,,,16.5,42.3,,,,,,,,,,,17.6,,,,,,,,,,,,,,,31.0,,,,,,0.396,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,25.3,21.5,,,,,,,
6959,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6959,343,,,,1.17e-20,,,,,,,,,,,26.5,,,,,2.715,,,,,,,77.9997,,,,,,,,,,,,0.04282709999999999,,,,,,,,,,,39.5312,,,,,,,,,,,,,,,,,,52.261,,,,0.00149967,,,,,,,,,,,,,,,,,,0.00781034,,,,,,,,,,,,,,,,0.182897,
6959,344,,,,,,,,,,,28.6,,,,,,,,,,,,,,,,,,0.45899999999999996,,,,,,,16.5,38.5,,,,,,,,,,,22.7,,,,,,,,,,,,,,,31.5,,,,,,0.6573,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,26.4,23.9,,,,,,,
6958,345,,,,,,,,,,,,,,,,0.0,,,,,,,0.6112,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0498,,,,,,,,,,,,,,
6958,346,33.5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1637,,,,,,17.551,,,,,,,,,,,24.2279,,,64.5282,,,,40.0871,,46.3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.167,,,,,,,,,,,,,,,,,,,,,
6958,347,,,0.5,,,0.75,,1.0,1.0,,,0.0,1.0,10.8,,,,6.5,0.0,,,,,,1.0,9.2,,,,31.0,49.0,,,23.1667,,,,,,,9.0,,,,2.0,0.0,1.7,,,,,,,,0.0,,1.0,,7.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,102.542,,,,,,16.0,,14.0,,27.1667,,,,,64.0,,1.4,,,,,,25.0,,50.0,,,
6959,348,,,0.5,,,0.0,,0.0,0.0,,,1.0,0.75,8.3,,,,4.5,0.0,,,,,,0.0,10.0,,,,48.0,51.0,,,29.1667,,,,,,,25.0,,,,2.0,0.0,1.4,,,,,,,,0.0,,0.0,,5.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,89.3542,,,,,,16.0,,34.0,,38.0208,,,,,51.0,,1.2,,,,,,42.0,,52.3333,,,
6959,349,,,,,,,,,,,,,,,,0.0,,,,,,,0.6763,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0465,,,,,,,,,,,,,,
6959,350,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6959,351,32.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6135,,,,,,13.7587,,,,,,,,,,,37.3504,,,74.998,,,,37.6396,,61.1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.084,,,,,,,,,,,,,,,,,,,,,
8233,352,,,,,,,,,,,73.6,,,,,,,,,,,,,,,,,,0.627,,,,,,,43.4,125.0,,,,,,,,,,,37.4,,,,,,,,,,,,,,,123.0,,,,,,1.875,,,,,,,,,,,,,68.5,,,,,,,,,,,,,,,,,49.4,51.4,,,,,,,
8233,353,,,1.0,,,0.5,,0.0,1.0,,,0.0,1.0,6.3,,,,2.5,1.0,,,,,,0.0,11.5,,,,79.0,59.0,,,46.0,,,,,,,62.0,,,,2.0,0.0,,,,,,,,,1.0,,1.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,43.0,,41.5208,,,,,,,,,,,,,73.0,,,,,
8233,354,45.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6007,,,,,,5.98704,,,,,,,,,,,74.4652,,,107.756,,,,40.348,,102.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.484,,,,,,,,,,,,,,,,,,,,,
8233,355,,5.053,,,,,,,,1.6669999999999998,,,,,,,,,,,4.975,,,,,,,,,,,,,,,,,,,,,5.114,,,,,,,,,,,2.763,,,,,,,,,,,,,,,,,4.988,,,,,,,,,,,,,0.833,2.5,,,,,,,,,,,,,,,,,,,1.8330000000000002,,,,2.0
8235,356,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,,1.169,,,,,,,15.5,55.4,,,,,,,,,,,18.2,,,,,,,,,,,,,,,49.3,,,,,,0.825,,,,,,,,,,,,,48.3,,,,,,,,,,,,,,,,,29.0,25.6,,,,,,,
8235,357,,5.465,,,,,,,,8.0,,,,,,,,,,,5.152,,,,,,,,,,,,,,,,,,,,,4.218,,,,,,,,,,,4.401,,,,,,,,,,,,,,,,,5.055,,,,,,,,,,,,,0.833,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
8235,358,39.6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7558,,,,,,10.7429,,,,,,,,,,,63.244,,,110.32,,,,44.0541,,100.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.56599999999997,,,,,,,,,,,,,,,,,,,,,
8235,359,,,0.75,,,1.5,,0.0,1.0,,,0.0,1.5,5.6,,,,2.7,1.0,,,,,,0.0,10.5,,,,71.0,60.0,,,23.75,,,,,,,52.0,,,,2.0,0.0,,,,,,,,,0.0,,1.0,,7.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,45.0,,21.0,,,,,,,,,,,,,58.0,,,,,
8236,360,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,0.114,,,,,,,15.5,35.7,,,,,,,,,,,18.9,,,,,,,,,,,,,,,33.3,,,,,,1.072,,,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,27.8,,,,,,,,
8236,361,,,0.75,,,0.5,,0.0,0.0,,,0.0,0.75,8.0,,,,2.0,1.0,,,,,,0.0,12.5,,,,44.0,91.0,,,27.0,,,,,,,15.0,,,,2.0,1.0,,,,,,,,,0.0,,0.0,,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,97.8681,,,,,,21.0,,21.0,,35.6736,,,,,,,,,,,,,31.0,,60.0,,,
6905,362,,,,,,,,,,,34.4,,,,,,,,,,,,,,,,,,0.445,,,,,,,,43.5,,,,,,,,,,,28.8,,,,,,,,,,,,,,,37.1,,,,,,1.1803,,,,,,,,,,,,,25.1,,,,,,,,,,,,,,,,,,32.0,,,,,,,
6905,363,,4.984,,,,,,,,6.667000000000001,,,,,,,1.0,,,,4.819,,,,,,,,,,,,,,,,,,,47.8,,5.292000000000001,1.0,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,4.566,19.0,,,,15.0,,28.5,,,,,,0.833,0.33299999999999996,,,,1.0,,,,,,,,,1.0,,,,,,0.5,,,,1.8330000000000002
6905,364,,,,,,,,,,,,,,,,0.0,,,,,,,0.8465,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0616,,,,,,,,,,,,,,
6905,365,,,,,2395.47,,,,,,,,,,,,,,,,,0.964807,,0.9479489999999999,,,,,,,,,5.83629,,,,,,,,,,,,,,,,,,28944.5,,,85.2091,,,,,,,,,,2.84574,10756.7,,0.229269,,,,,,5.07866,,,66.8996,,,,,28356.6,,,,,,,,,,8906.93,2.64163,,,81.3005,,,57.258,,,8.87523,,,,15083.1,,
6905,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6905,367,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6911,368,,,0.0,,,0.0,,0.0,0.0,,,1.0,0.0,7.0,,,,6.0,0.0,,,,,,0.0,11.0,,,,53.0,46.0,,,22.0,,,,,,,13.0,,,,3.0,0.0,2.2,,,,,,,,0.0,,0.0,,5.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,62.0,,,,,,12.0,,18.0,,31.6667,,,,,,,1.9,,,,,,39.0,,26.3333,,,
6911,369,30.0511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3687,,,,,,17.5535,,,,,,,,,,,26.1398,,,63.9585,,,,37.9699,,46.7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.225,,,,,,,,,,,,,,,,,,,,,
8297,370,,,,,,,,,,,67.3,,,,,,,,,,,,,,,,,,4.352,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,58.0,,,,,,,
8297,371,,4.079,,,,,,,,8.833,,,,,,,,,,,4.821000000000001,,,,,,,,,,,,,,,,,,,,,4.263,,,,,,,,,,,5.638999999999999,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,0.833,3.833,,,,,,,,,,,,,,,,,,,2.167,,,,2.667
